0,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
338,Shedden Twp,2000,80,Shedden Twp,Spanish Public Library,P.O. Box 329,P0P2A0,Spanish,8 Trunk Road,www.town.spanish.on.ca/library.htm,Public or Union Library,785,406,0,0,01/01/2000,12/31/2000,OLS-N,620,1156,Surplus,1976,25492,0,7501,0,3153,3226,298,41646,0,0,0,0,0,2778,0,27412,40,2911,1399,840,0,0,0,0,1487,36867,5931,113,2,0,339,9,0,0,0,0,9,0,0,9,0,0,11230,627,0,12101,636,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,6,0,0,3,3,0,3,No,,0,1,31,0,0,0,0,0,0,0,0,0,4461,6,50,98,0,98,0,106,24,29,0,0,3,0,110,0
437,Sheguiandah FN,2000,83,Sheguiandah FN,,P.O. Box 101,P0P1W0,Sheguiandah,11108 Highway 6,,First Nations Library,139,0,0,0,04/01/2000,03/31/2001,OLS-N,84,640,Surplus,410,6000,0,22306,0,0,0,0,28716,0,0,0,0,0,0,0,13000,190,5200,800,0,8896,0,0,0,0,28086,0,23,5,2,65,5,2,0,0,0,5,0,0,5,0,0,876,0,0,934,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,20,0,0,0,0,0,0,5,5,8,6,0,7,No,,0,1,20,0,0,2,2,0,0,0,0,0,1500,1,25,0,0,0,0,20,5,8,0,0,20,0,40,0
75,Shelburne,2000,43,Shelburne,,P.O. Box 127,L0N1S0,Shelburne,201 Owen Sound Street,www.shelburnelibrary.ca,Public or Union Library,4000,1457,4885,2139,01/01/2000,12/31/2000,SOLS,3865,0,Nil,6221,53219,64240,11984,2496,10208,0,43,148411,0,0,0,7583,7583,21960,0,90244,0,16199,2526,0,7996,15627,0,0,1442,155994,0,230,0,0,230,0,0,0,0,0,65,0,0,65,0,0,22041,108,0,22041,108,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,70,1,15,4,8,7,7,7,7,Yes,Winnebago,0,1,42,0,0,0,0,0,0,0,0,0,65657,35,1241,537,408,537,408,1130,107,31,15,0,58,10,682,10
76,Sherwood Jones & Burns Twp,2000,69,Sherwood Jones & Burns Twp,Madawaska Valley,R.R. #2,K0J1B0,Barry's Bay,,,Contracting Municipality,2046,1259,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,5663,17755,0,0,0,0,0,0,23418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23418,0,23418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Sheshegwaning FN,2000,80,Sheshegwaning FN,,P.O. Box 1,P0P1X0,Sheshegwaning,1125 Sheshegwaning Road,debracada@hotmail.com,First Nations Library,127,0,0,0,04/01/2000,03/31/2001,OLS-N,0,0,Nil,593,4000,0,21896,0,0,0,0,26489,0,0,0,0,0,0,0,14170,0,3500,500,0,8896,0,0,0,0,27066,0,68,0,0,98,0,0,0,0,0,21,0,0,21,0,0,570,0,0,570,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,2,2,0,2,No,,0,1,20,0,0,0,0,0,0,0,0,0,510,0,0,2,0,2,0,30,19,19,0,0,5,5,19,0
306,Simcoe,2000,12,Simcoe,Norfolk County,46 Colborne Street South,N3Y4H3,Simcoe,,,Public or Union Library,14623,6497,0,0,01/01/2000,12/31/2000,SOLS,12840,1099,Surplus,27532,395590,0,14707,1642,26856,0,11194,477521,0,0,0,0,0,48116,0,354383,1653,49007,3657,6583,12587,4960,0,0,13911,494857,0,2716,0,0,2838,0,0,1,0,0,50,0,0,50,0,0,66322,0,0,69868,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,2,0,0,0,2,40,0,0,3,7.5,9,81,12,4,6,2,Yes,Dynix,0,1,57,0,0,0,0,0,0,0,0,0,212447,138,2050,698,1672,800,4383,2739,944,210,0,0,76,0,1536,0
307,Simcoe County Co-operative,2000,70,Simcoe County Co-operative,,1110 HWY 26,L0L1X0,Midhurst,"1149 B Highway 26, Minesing, L0L 1Y2",http://www.simcoe.ca/cultureinformation/library/index.htm,"County, County co-operative or Regional Municipality Library",167,167,0,0,01/01/2000,12/31/2000,SOLS,167,0,Nil,15692,441548,203,0,0,4184,0,0,461627,0,0,139634,0,139634,71000,10652,303783,2283,28028,4099,0,2256,0,0,0,110627,532728,139634,845,0,0,920,0,0,0,0,0,8,0,0,8,0,0,122267,100,0,135707,100,0,73,0,0,80,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Yes,Horizon,0,1,40,0,0,0,0,0,0,0,0,0,824,0,0,995,7224,995,6766,18,24,0,0,0,18,0,23,0
31,Sioux Lookout,2000,82,Sioux Lookout,,P.O. Box 1028,P8T1B3,Sioux Lookout,21 Fifth Avenue,http://www.slpl.on.ca,Public or Union Library,5165,1833,0,0,01/01/2000,12/31/2000,OLS-N,4542,1733,Surplus,11703,184876,0,3911,622,19713,0,0,220825,0,0,0,0,0,25771,4370,136021,2559,23516,3012,0,1491,3562,0,0,11342,211644,4957,1849,0,0,2848,0,0,1,0,0,10,0,0,15,0,0,27200,227,4,28622,227,4,45,0,0,45,0,0,59,0,0,2,0,0,0,0,0,0,0,0,1665,0,0,37.5,0,0,1,0,0,0,0,0,0,1,31.13,5,68.63,0,0,14,10,4,10,Yes,Winnegabo Spectrum,0,1,48,0,0,0,0,0,0,0,0,0,45793,24,338,297,365,329,710,948,1509,105,0,0,103,9,831,130
308,Sioux Narrows Nestor Falls Twp,2000,82,Sioux Narrows Nestor Falls Twp,,P.O. Box 119,P0X1N0,Sioux Narrows,Hwy 71,,Public or Union Library,393,549,0,0,01/01/2000,12/31/2000,OLS-N,437,0,Nil,3714,6950,0,0,0,0,0,0,10664,0,0,0,0,0,2417,0,6847,0,500,750,0,150,0,0,0,0,10664,0,17,0,0,189,0,0,1,0,0,1,0,0,1,0,0,9512,0,0,9512,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,4,3,0,2,No,,0,1,12,0,0,0,0,0,0,0,0,0,3382,0,0,29,0,33,0,44,21,5,0,0,7,0,34,0
420,Six Nations FN,2000,40,Six Nations FN,,P.O. Box 149,N0A1M0,Ohsweken,1679 Chiefswood Road,www.snpl.ca,First Nations Library,236,0,0,0,04/01/2000,03/31/2001,SOLS,0,2888,Surplus,28947,21550,0,162883,0,0,0,0,213380,30983,131900,0,0,162883,5872,409,29526,1399,5966,1612,0,2563,0,0,0,2712,50059,162883,44,0,0,144,0,0,0,0,0,25,0,0,25,0,0,19000,0,0,19000,0,0,25,0,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,5,2,5,9,7,2,6,Yes,Winnebago,0,1,35,0,0,0,0,0,0,0,0,0,35000,2,100,97,0,104,97,175,277,199,0,0,75,0,122,0
309,Smith-Ennismore-Lakefield,2000,66,Smith-Ennismore-Lakefield,Township of Smith-Ennismore,P.O. Box 500,K0L1H0,Bridgenorth,836 Charles Street,www.MyPublicLibrary.ca,Public or Union Library,12876,6508,0,0,01/01/2000,12/31/2000,SOLS,0,45896,Surplus,31513,67500,0,1785,1416,36851,0,2390,141455,0,0,28560,0,28560,49951,0,40288,2147,21846,4145,0,2796,41217,0,0,18678,181068,34842,359,0,0,806,0,0,0,0,0,33,0,0,37,0,0,42919,144,0,45659,144,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,41,0,0,85,170,9,3,3,4,Yes,Quinte Library System,0,1,26.5,1,26,0,0,0,0,0,0,0,98775,75,898,206,925,224,1334,1707,31,65,0,0,23,0,512,0
209,Smiths Falls,2000,55,Smiths Falls,,81 Beckwith Street North,K7A2B9,Smiths Falls,,www.smithsfallslibrary.ca,Public or Union Library,8969,4100,2573,849,01/01/2000,12/31/2000,SOLS,7126,9265,Surplus,20921,183251,17669,17392,4546,11030,0,0,254809,0,0,11526,0,11526,25725,1200,172398,1250,21343,1908,0,6689,0,0,0,16967,247480,11980,374,1,0,525,1,0,1,0,0,3,0,0,3,0,0,36200,174,80,37610,174,80,54,0,0,54,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,31,0,0,7,105,8,28,10,4,4,2,Yes,SIRS Mandarin version 2.8e,0,1,39.5,0,0,0,0,0,0,0,0,0,94046,123,5499,1462,1074,1471,1635,1541,500,167,0,0,285,3,800,0
310,Smooth Rock Falls,2000,81,Smooth Rock Falls,,P.O. Box 670,P0L2B0,Smooth Rock Falls,120 Rue Ross,www.nt.net/smooth/index.html,Public or Union Library,1823,789,0,0,01/01/2000,12/31/2000,OLS-N,522,-553,Deficit,4895,51500,0,12023,0,2120,0,0,70538,0,0,0,0,0,7897,0,51345,232,0,2166,250,0,0,0,0,5297,67187,0,182,335,0,182,335,0,0,0,0,12,22,0,12,22,0,6706,7166,0,6706,7166,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,30,2,40,0,0,6,6,0,6,No,,0,1,30,0,0,0,0,0,0,0,0,0,29494,0,0,322,0,620,322,691,365,240,0,0,30,5,440,240
311,South Algonquin Twp,2000,85,South Algonquin Twp,Township of South Algonquin,P.O. Box 208,K0J2M0,Whitney,Post Street,www.olsn.ca/southalgonquin,Public or Union Library,3000,1480,0,0,01/01/2000,12/31/2000,OLS-N,917,-419,Deficit,6464,25082,0,2634,0,1213,0,0,35393,0,0,0,0,0,5923,0,13036,232,5062,1777,0,838,287,0,0,100,27255,0,115,8,0,395,10,0,0,0,0,3,0,0,3,0,0,8788,140,0,8953,140,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,1,3,3,3,0,0,No,,0,1,12,0,0,1,6,0,0,0,0,0,4902,1,210,219,0,230,0,101,13,40,0,0,0,0,140,0
312,South River-Machar Union,2000,86,South River-Machar Union,,P.O. Box 190,P0A1X0,South River,63 Marie Street,http://www.olsn.ca/srmupl,Public or Union Library,1818,1291,0,0,01/01/2000,12/31/2000,OLS-N,2040,2602,Surplus,6580,28760,0,22819,875,2611,0,1525,63170,0,0,0,0,0,6331,0,26163,0,7134,756,528,13110,0,0,0,3228,57250,0,131,0,0,195,0,0,0,0,0,5,0,0,5,0,0,11172,19,0,11174,19,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,15,1,23,0,0,4,4,0,4,No,,0,1,23,0,0,0,0,0,0,0,0,0,7257,11,103,422,93,422,93,149,10,16,0,0,16,0,103,0
332,Southgate Twp.,2000,47,Southgate Twp.,Township of Southgate,Box 190,N0C1B0,Dundalk,80 Proton St. N.,www.southgate-library.com,Public or Union Library,5890,2607,284,121,01/01/2000,12/31/2000,SOLS,1203,1218,Surplus,11537,26500,2840,16602,697,2424,3000,0,63600,0,0,0,2500,2500,7174,0,30169,77,5720,699,637,11867,6,0,3333,3331,63013,2500,1307,0,0,1532,0,0,0,0,0,22,0,0,22,0,0,10613,38,3,11507,41,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,2,5,10,6,5,0,6,Yes,Winnebego,0,1,23,0,0,0,0,0,0,0,0,0,18444,16,214,254,115,297,143,441,34,28,0,0,29,2,212,0
259,Springwater Twp,2000,70,Springwater Twp,,P.O. Box 129,L0L1X0,Midhurst,12 Finlay Mill Road,http://www.springwater.library.on.ca,Public or Union Library,14627,5273,1573,1329,01/01/2000,12/31/2000,SOLS,4238,0,Nil,28504,155851,15012,13661,9151,12635,0,0,234814,0,0,0,0,0,20906,0,153522,0,21874,4084,1364,1439,0,0,0,31625,234814,0,119,5,1,454,5,1,0,0,0,6,0,0,8,0,0,23391,117,138,31188,117,138,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,9,102,3,6,7,4,3,4,Yes,Winnebago Spectrum,0,1,31.5,2,44.5,0,0,0,0,0,0,0,94052,324,4536,610,8,866,8,1821,33,37,0,0,67,0,737,0
25,St. Catharines,2000,18,St. Catharines,,54 Church Street,L2R7K2,St. Catharines,,http://www.stcatharines.library.on.ca,Public or Union Library,130926,51700,0,0,01/01/2000,12/31/2000,SOLS,72982,269480,Surplus,240883,3669000,0,162084,34377,297601,0,0,4403945,0,0,0,0,0,609510,37200,2401853,9883,379067,14470,18883,162661,300000,0,0,155345,4088872,0,7050,0,0,13302,0,0,6,0,0,48,0,0,75,0,0,214818,3998,0,337087,4401,0,0,0,0,0,0,0,709,5,1,6,0,0,0,0,0,0,0,0,4002,0,0,35,12,5,0,25,0,3,44.3,1,12.9,0,0,76,1005.4,36,35,70,28,48,4,Yes,Dynix,0,1,52.5,3,111,0,0,0,0,0,0,0,1281807,831,9010,1766,1362,2050,2241,24533,15070,1476,308,0,3860,43,11594,3064
313,St. Charles,2000,88,St. Charles,Municipality of St. Charles,P.O. Box 40,P0M2W0,St. Charles,"22 Ste Anne St, Fabien Gauthier Business Centre",www.olsn.ca/stcharles,Public or Union Library,1144,713,0,0,01/01/2000,12/31/2000,OLS-N,0,-790,Deficit,4247,28000,0,21582,700,2072,0,0,56601,0,0,0,0,0,6437,837,24797,73,3240,2477,0,15876,1013,0,0,1661,56411,0,120,30,0,200,30,0,0,0,0,47,1,0,49,1,0,8805,2280,0,8805,2280,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,5,85,8,8,0,8,No,,0,1,29,0,0,0,0,0,0,0,0,0,11153,37,399,188,0,198,0,256,80,63,7,0,54,2,220,30
314,St. Joseph Twp,2000,80,St. Joseph Twp,,P.O. Box  9,P0R1J0,Richards Landing,1240 Richards Street,sjtlibrary@stjosephisland.net,Public or Union Library,1122,914,253,339,01/01/2000,12/31/2000,OLS-N,1145,-1257,Deficit,4358,12982,1846,20241,208,600,0,0,40235,0,0,0,0,0,5550,0,15027,0,4276,2126,0,15582,0,0,0,0,42561,0,3700,0,0,3700,0,0,0,0,0,5,5,0,5,5,0,13360,15,83,13360,25,83,15,5,0,30,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,6,6,0,6,No,,0,1,16,0,0,0,0,0,0,0,0,0,10155,7,30,135,0,135,0,252,90,25,0,0,25,0,90,15
271,St. Marys,2000,65,St. Marys,,P.O. Box 700,N4X1B4,St. Marys,15 Church St. North,www.stmarys.library.on.ca,Public or Union Library,5952,2378,2315,800,01/01/2000,12/31/2000,SOLS,3841,0,Nil,10830,170254,22725,10424,299,17776,0,0,232308,0,0,46917,0,46917,39449,363,145349,1776,26331,2517,1640,10011,0,0,0,4872,232308,46917,1110,0,0,1380,0,0,0,0,0,18,0,0,18,0,0,24648,0,100,25338,0,100,0,0,0,0,0,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,0,0,0,0,2,40,4,52,59,108,3,3,0,2,No,,0,1,49,0,0,0,0,0,0,0,0,0,88244,202,4699,1085,199,1616,356,2457,1226,93,0,0,197,0,1003,4
315,St. Thomas,2000,44,St. Thomas,,153 Curtis Street,N5P3Z7,St. Thomas,,www.st-thomas.library.on.ca,Public or Union Library,31319,13366,0,0,01/01/2000,12/31/2000,SOLS,11932,12166,Surplus,58990,948233,0,4380,19430,57201,0,12734,1100968,0,0,81838,0,81838,129400,5755,815306,2248,70808,5402,0,13178,28200,12884,0,28450,1111631,81838,4287,0,0,6430,0,0,6,0,0,0,0,0,0,0,0,124559,730,820,142174,752,820,0,0,0,0,0,0,196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,3,2,0,6,0,0,0,1,16,0,0,14,250,0,0,14,6,8,0,Yes,DRA MultiLis,0,1,65.5,0,0,0,0,0,0,0,0,0,317490,222,4860,865,2679,1593,4494,6173,1791,277,11936,0,655,3,3529,0
316,St. Vincent Twp,2000,47,St. Vincent Twp,Georgian Highlands,R.R. #1,N4L1W5,Meaford,157859 7th Line,,Contracting Municipality,2337,1313,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,5585,29415,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Stirling-Rawdon Twp,2000,51,Stirling-Rawdon Twp,Township of Stirling-Rawdon,P.O. Box 730,K0K3E0,Stirling,43 West Front St.,www.stirlinglibrary.com,Public or Union Library,4513,1870,0,0,01/01/2000,12/31/2000,SOLS,2091,3756,Surplus,8810,76601,7112,2740,3662,3265,1904,993,105087,0,0,0,0,0,15899,49,71800,330,19675,1767,0,2161,0,0,0,0,111681,1936,289,0,0,389,0,0,0,0,0,21,0,0,34,0,0,28708,179,0,29656,179,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,32,4,47,5,10,5,1,2,2,Yes,Athena,0,0,0,2,23,0,0,0,0,0,0,0,26162,79,1185,165,299,196,425,498,273,18,0,0,78,0,253,0
319,"Stormont, Dundas & Glengarry County",2000,71,"Stormont, Dundas & Glengarry County",,26 Pitt Street,K6J3P2,Cornwall,,www.sdglibrary.ca,"County, County co-operative or Regional Municipality Library",61951,25165,0,0,01/01/2000,12/31/2000,SOLS,5328,1834,Surplus,131761,707500,0,221815,1821,17094,594,300,1080885,0,0,0,0,0,87587,12321,664570,8015,69738,32405,0,108402,40369,0,0,66818,1090225,0,1021,186,0,10210,1860,0,0,0,0,0,0,0,0,0,0,89180,14295,0,157748,27389,0,0,0,0,0,0,0,87,12,0,1,0,0,20,0,0,50,0,0,2000,0,0,35,2,0,3,8,0,0,0,0,0,0,0,38,351,0,0,44,44,44,30,Yes,Multilis,0,0,0,20,351,0,0,0,0,0,0,0,167062,331,3677,433,4374,4459,1190,3854,3852,230,0,0,409,78,1967,0
269,Stratford,2000,65,Stratford,,19 St. Andrew Street,N5A1A2,Stratford,,www.stratford.library.on.ca,Public or Union Library,30000,12320,1369,473,01/01/2000,12/31/2000,SOLS,24283,0,Nil,51359,902980,13440,19807,5000,147788,17113,0,1157487,0,0,203107,0,203107,131356,10800,761848,3400,57950,7650,12444,68556,53000,0,0,50483,1157487,203107,4175,7,0,6041,7,0,1,0,0,4,0,0,4,0,0,94022,469,169,106565,481,1591,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,3,0,4,0,0,0,0,0,0,0,10,196,3,9,15,6,9,6,Yes,Dynix,0,1,62.5,0,0,0,0,0,0,0,0,0,358952,276,5266,1405,1102,1405,1102,7024,1533,423,46,0,1588,30,4232,765
320,Sudbury,2000,23,Sudbury,Greater Sudbury,74 MacKenzie Street,P3C4X8,Sudbury,,www.sudbury.library.on.ca,Public or Union Library,91056,41538,0,0,01/01/2000,12/31/2000,OLS-N,46374,0,Nil,193635,2627671,0,256586,10379,65456,212918,18269,3384914,0,0,0,0,0,298836,89183,2131248,16197,269197,23526,28164,218471,209796,0,0,100296,3384914,0,20566,3901,0,26146,5635,0,2,2,0,72,8,0,75,8,0,113081,37906,4037,197613,52437,4037,95,25,0,98,25,0,238,42,0,3,2,0,2,0,0,2,0,0,1020,257,0,35,10,5,0,23,0,0,0,0,0,0,0,23,250.5,71,71,67,54,59,12,Yes,Innovative Interfaces (Millennium),0,1,60,3,147.5,0,0,0,0,0,0,0,638291,560,9031,1664,2775,2099,5249,14574,3644,1864,0,0,1172,2,10841,407
284,Sundridge-Strong Union,2000,86,Sundridge-Strong Union,,P.O. Box 429,P0A1Z0,Sundridge,110 Main Street,www.olsn.ca/sundridgestronglibrary,Public or Union Library,2320,1360,263,220,01/01/2000,12/31/2000,OLS-N,1223,6433,Surplus,12128,32074,851,3584,0,2504,0,717,51858,0,0,0,0,0,8257,0,33937,177,6436,750,612,165,0,0,0,202,50536,4500,80,0,0,178,0,0,0,0,0,2,0,0,2,0,0,10104,0,0,10352,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,26,1,8,0,0,2,1,0,1,No,,0,1,32,0,0,0,0,0,0,0,0,0,18684,0,0,407,1,407,1,300,5,1,0,0,2,0,131,0
341,Tarbutt & Tarbutt Additional Twp,2000,80,Tarbutt & Tarbutt Additional Twp,,"27 Barr Road , R.R. #1",P0R1E0,Desbarats,,www.tarbutttownship.com,Contracting Municipality,419,396,0,0,01/01/2000,12/31/2000,OLS-N,0,0,Nil,1901,0,0,0,0,0,0,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Tay Twp,2000,70,Tay Twp,,P.O. Box 490,L0K1R0,Port McNicoll,715 Fourth Avenue,www.tay.library.on.ca,Public or Union Library,9005,4527,0,0,01/01/2000,12/31/2000,SOLS,4417,0,Nil,33932,114039,0,10680,6907,6270,2788,0,174616,0,0,600,0,600,14657,0,121147,0,24705,2953,1892,0,8371,0,0,0,173725,1491,489,0,0,909,0,0,0,0,0,23,0,0,23,0,0,34916,0,0,35651,0,0,3,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,4,39,33,957,8,5,0,6,No,,0,0,0,3,94,0,0,0,0,0,0,0,67816,13,772,1217,4,1502,4,1047,635,88,0,0,93,0,631,0
343,Tehkummah Twp,2000,83,Tehkummah Twp,,R.R. #1,P0P2C0,Tehkummah,,,Public or Union Library,339,338,0,0,01/01/2000,12/31/2000,OLS-N,319,0,Nil,1611,2200,0,949,808,2175,0,0,7743,0,0,1037,0,1037,1221,0,3627,0,1001,665,0,0,0,0,0,200,6714,1037,21,0,0,27,0,0,1,0,0,12,0,0,12,0,0,5016,0,0,6664,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,0,2,Yes,Dale S. Cooper-Library Package,0,1,4,0,0,0,0,0,0,0,0,0,5264,19,113,147,0,165,147,101,8,6,1,0,8,3,41,0
